route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
19-459-s23-5,1,459,Hohenlinden - Anzing - Poing Süd - Parsdorf - Messestadt Ost,701,,005262,FFFFFF
19-459-s24-1,1,459,Hohenlinden - Anzing - Poing Süd - Parsdorf - Messestadt Ost,701,,005262,FFFFFF
19-460-s23-3,1,460,Poing Nord - Grub Nord - Pliening - Gelting - Poing Nord,701,,005262,FFFFFF
19-460-s24-1,1,460,Poing Nord - Grub Nord - Pliening - Gelting - Poing Nord,701,,005262,FFFFFF
19-461-s23-2,1,461,Poing Nord - Anzing - Obelfing,701,,005262,FFFFFF
19-461-s24-1,1,461,Poing Nord - Anzing - Obelfing,701,,005262,FFFFFF
19-462-s23-2,1,462,"Poing Süd - Poing, Rathaus Süd  - Angelbrechting - Poing Süd / Nord",701,,005262,FFFFFF
19-462-s24-1,1,462,"Poing Süd - Poing, Rathaus Süd  - Angelbrechting - Poing Süd",701,,005262,FFFFFF
19-463-s23-2,1,463,Markt Schwaben - Pliening - Poing Nord - Pliening - Markt Schwaben,701,,005262,FFFFFF
19-463-s24-1,1,463,Markt Schwaben - Pliening - Poing Nord - Pliening - Markt Schwaben,701,,005262,FFFFFF
19-463-V-s23-1,1,463V,"Poing, Margeritenstraße - Pliening, Herdweg",701,,005262,FFFFFF
19-463-V-s24-1,1,463V,"Poing, Margeritenstraße - Pliening, Herdweg",701,,005262,FFFFFF
19-464-s23-2,1,464,Poing Nord - Mitterfeldring/Stahlgruber - Bergfeldsee - Poing Nord,701,,005262,FFFFFF
19-464-s24-1,1,464,Poing Nord - Mitterfeldring/Stahlgruber - Bergfeldsee - Poing Nord,701,,005262,FFFFFF
19-465-s23-2,1,465,Poing Süd - Neufarn - Anzing - Baldham Nord,701,,005262,FFFFFF
19-465-s24-1,1,465,Poing Süd - Neufarn - Anzing - Baldham Nord,701,,005262,FFFFFF
19-465-V-s24-2,1,465V,"Baldham, Realschule / Nord - Anzing - Neufarn - Poing Blumenstraße",701,,005262,FFFFFF
19-466-s23-1,1,466,"Parsdorf, Posthalterring - Weißenfeld - Hergolding - Baldham Dorf - Baldham Nord",701,,005262,FFFFFF
19-466-s24-1,1,466,Parsdorf Posthalterring - Weißenfeld - Hergolding - Baldham Dorf - Baldham Nord,701,,005262,FFFFFF
19-466-V-s24-1,1,466V,"Baldham Nord - Hergolding - Parsdorf, Dorfplatz",701,,005262,FFFFFF
19-469-s23-2,1,469,(Ebersberg -) Hohenlinden - Forstern - Forstinning - Markt Schwaben,701,,005262,FFFFFF
19-469-s24-2,1,469,(Ebersberg -) Hohenlinden - Forstern - Forstinning - Markt Schwaben,701,,005262,FFFFFF
19-469-V-s23-2,1,469V,Markt Schwaben - Forstinning / Hohenlinden / Preisendorf,701,,005262,FFFFFF
19-469-V-s24-1,1,469V,Markt Schwaben - Forstinning / Hohenlinden / Preisendorf,701,,005262,FFFFFF
19-501-s23-3,1,501,Gammelsdorf - Moosburg - Langenpreising - Wartenberg - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-501-s24-2,1,501,Gammelsdorf - Moosburg - Langenpreising - Wartenberg - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-501-V-s23-3,1,501V,Gammelsdorf - Moosburg / Wartenberg - Erding,701,,005262,FFFFFF
19-501-V-s24-4,1,501V,Gammelsdorf - Moosburg / Wartenberg - Erding,701,,005262,FFFFFF
19-502-s23-1,1,502,Wartenberg - Langenpreising - Berglern - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-502-s24-1,1,502,Wartenberg - Langenpreising - Berglern - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-502-V-s23-1,1,502V,"Mitterlern - Eichenkofen - Erding, K.-Aigner-Gymnasium",701,,005262,FFFFFF
19-502-V-s24-1,1,502V,"Mitterlern - Eichenkofen - Erding, K.-Aigner-Gymnasium",701,,005262,FFFFFF
19-505-s23-3,1,505,Hohenlinden - Mittbach - Isen - Markt Schwaben,701,,005262,FFFFFF
19-505-s24-2,1,505,Hohenlinden - Mittbach - Isen - Markt Schwaben,701,,005262,FFFFFF
19-505-V-s23-1,1,505V,"Pastetten, Rathaus  - Markt Schwaben, Schule",701,,005262,FFFFFF
19-505-V-s24-1,1,505V,"Pastetten, Rathaus  - Markt Schwaben, Schule",701,,005262,FFFFFF
19-507-s23-1,1,507,Markt Schwaben - Ottenhofen - Notzing - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-507-s24-1,1,507,Markt Schwaben - Ottenhofen - Notzing - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-511-s23-2,1,511,"Erding - Notzing/Oberding - Schwaig - Freising, Berufsschule/Obervellacher Str. - Freising",701,,005262,FFFFFF
19-511-s24-2,1,511,"Erding - Notzing/Oberding - Schwaig - Freising, Berufsschule/Obervellacher Str. - Freising",701,,005262,FFFFFF
19-511-V-s23-1,1,511V,"Erding, Klinikum Nord - Berufsschule - Niederding - Schwaig",701,,005262,FFFFFF
19-511-V-s24-1,1,511V,"Erding, Klinikum Nord - Berufsschule - Niederding - Schwaig",701,,005262,FFFFFF
19-512-s23-2,1,512,"Erding - Oberding - Schwaig - Flughafen München, MAC/Terminal 1",701,,005262,FFFFFF
19-512-s24-2,1,512,"Erding - Oberding - Schwaig - Flughafen München, MAC/Terminal 1",701,,005262,FFFFFF
19-512-V-s23-3,1,512V,Oberding - Niederding - Klinikum Süd - Erding / Maria Thalheim,701,,005262,FFFFFF
19-512-V-s24-3,1,512V,Oberding - Niederding - Klinikum Süd - Erding / Maria Thalheim,701,,005262,FFFFFF
19-515-s23-8,1,515,"Hallbergmoos - Notzing - Erding, Gewerbegebiet West - Erding, Berufsschule - Erding",701,,005262,FFFFFF
19-515-s24-4,1,515,"Hallbergmoos - Notzing - Erding, Gewerbegebiet West - Erding, Berufsschule - Erding",701,,005262,FFFFFF
19-520-s23-1,1,520,Erding - Pretzen - Altenerding - Gewerbegebiet West - Klinikum,701,,005262,FFFFFF
19-520-s24-1,1,520,Erding - Pretzen - Altenerding - Gewerbegebiet West - Klinikum,701,,005262,FFFFFF
19-530-s23-1,1,530,Erding - Williamsville - Am Stadion - Brauerei - Erding,701,,005262,FFFFFF
19-530-s24-1,1,530,Erding - Williamsville - Am Stadion - Brauerei - Erding,701,,005262,FFFFFF
19-531-s23-1,1,531,Erding - Klinikum - Neuer Friedhof (Therme) - Moosinning - Ismaning,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-531-s24-1,1,531,Erding - Klinikum - Neuer Friedhof (Therme) - Moosinning - Ismaning,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-531-V-s23-3,1,531V,"Oberding, Schule - Moosinning - Eichenried - Zengermoos",701,,005262,FFFFFF
19-531-V-s24-1,1,531V,"Oberding, Schule - Moosinning - Eichenried - Zengermoos",701,,005262,FFFFFF
19-540-s23-1,1,540,Erding - Brauerei - Am Stadion - Williamsville - Erding,701,,005262,FFFFFF
19-540-s24-1,1,540,Erding - Brauerei - Am Stadion - Williamsville - Erding,701,,005262,FFFFFF
19-540-V-s23-1,1,540V,"Erding, Brauerstr. - Erding - Erding, Berufsschule",701,,005262,FFFFFF
19-540-V-s24-1,1,540V,"Erding, Brauerstr. - Erding - Erding, Berufsschule",701,,005262,FFFFFF
19-550-s23-1,1,550,Erding - Altenerding - Therme Erding - Stadtmitte - Erding,701,,005262,FFFFFF
19-550-s24-1,1,550,Erding - Altenerding - Therme Erding - Stadtmitte - Erding,701,,005262,FFFFFF
19-560-s23-1,1,560,Erding - Stadtmitte - Landratsamt - Altenerding - Erding,701,,005262,FFFFFF
19-560-s24-1,1,560,Erding - Stadtmitte - Landratsamt - Altenerding - Erding,701,,005262,FFFFFF
19-561-s23-4,1,561,Wartenberg - Kirchberg - Steinkirchen - Fraunberg - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-561-s24-2,1,561,Wartenberg - Kirchberg - Steinkirchen - Fraunberg - Erding,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-562-s23-1,1,562,"Taufkirchen (Vils), Gewerbegebiet - Inning am Holz - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-562-s24-1,1,562,"Taufkirchen (Vils), Gewerbegebiet - Inning am Holz - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-564-s23-3,1,564,"Buchbach - Dorfen, Bahnhof - Kirchasch - Ammersdorf - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-564-s24-1,1,564,"Buchbach - Dorfen, Bahnhof - Kirchasch - Ammersdorf - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-564-V-s23-4,1,564V,Unterstrogn - Bockhorn - Erding - Klinikum,701,,005262,FFFFFF
19-564-V-s23-5,1,564V,Unterstrogn - Bockhorn - Erding - Klinikum,701,,005262,FFFFFF
19-565-s23-4,1,565,"Dorfen, Bahnhof - Landersdorf - Kirchasch - Papferding - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-565-s24-1,1,565,"Dorfen, Bahnhof - Landersdorf - Kirchasch - Papferding - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-567-s23-1,1,567,"Dorfen, Marienplatz  - St. Wolfgang - Isen - Walpertskirchen - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-567-s24-1,1,567,"Dorfen, Marienplatz  - St. Wolfgang - Isen - Walpertskirchen - Erding",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-567-V-s23-2,1,567V,"Dorfen, Bahnhof  - St. Wolfgang - Isen - Erding, Klinikum -  Berufsschule",701,,005262,FFFFFF
19-567-V-s24-1,1,567V,"Dorfen, Bahnhof  - St. Wolfgang - Isen - Erding, Klinikum -  Berufsschule",701,,005262,FFFFFF
19-568-s23-2,1,568,"Markt Schwaben - Finsing - Moosinning - Erding, Klinikum - Erding",701,,005262,FFFFFF
19-568-s24-1,1,568,"Markt Schwaben - Finsing - Moosinning - Erding, Klinikum - Erding",701,,005262,FFFFFF
19-568-V-s23-3,1,568V,"Markt Schwaben, Wittelsb. Weg - Erding, Klinikum Nord",701,,005262,FFFFFF
19-568-V-s24-2,1,568V,"Markt Schwaben, Wittelsb. Weg - Erding, Klinikum Nord",701,,005262,FFFFFF
19-569-s23-1,1,569,Gaden - Eittingermoos - Eitting - Erding / Herzog-Tassilo-Realschule,701,,005262,FFFFFF
19-569-s24-1,1,569,Gaden - Eittingermoos - Eitting - Erding / Herzog-Tassilo-Realschule,701,,005262,FFFFFF
19-569-V-s23-2,1,569V,"Gaden - Berglern - Niedering - Oberding, Schule",701,,005262,FFFFFF
19-569-V-s24-1,1,569V,"Gaden - Berglern - Niedering - Oberding, Schule",701,,005262,FFFFFF
19-570-s23-1,1,570,Erding - Stadtmitte - Altenerding - Therme Erding - Erding,701,,005262,FFFFFF
19-570-s24-1,1,570,Erding - Stadtmitte - Altenerding - Therme Erding - Erding,701,,005262,FFFFFF
19-580-s23-1,1,580,Eichenkofen - Erding - Kronthaler Weiher / Klinikum - Therme Erding,701,,005262,FFFFFF
19-580-s24-1,1,580,Eichenkofen - Erding - Kronthaler Weiher / Klinikum - Therme Erding,701,,005262,FFFFFF
19-601-s23-3,1,601,Schweitenkirchen - Paunzhausen - Kirchdorf - Wolfersdorf - Freising,701,,005262,FFFFFF
19-601-s23-4,1,601,Schweitenkirchen - Paunzhausen - Kirchdorf - Wolfersdorf - Freising,701,,005262,FFFFFF
19-601-s24-1,1,601,Schweitenkirchen - Paunzhausen - Kirchdorf - Wolfersdorf - Freising,701,,005262,FFFFFF
19-601-V-s23-1,1,601V,Nörting/Kirchdorf - Freising,701,,005262,FFFFFF
19-601-V-s23-2,1,601V,Nörting/Kirchdorf - Freising,701,,005262,FFFFFF
19-601-V-s24-1,1,601V,Nörting/Kirchdorf - Freising,701,,005262,FFFFFF
19-602-s23-5,1,602,Mainburg - Rudelzhausen - Au - Attenkirchen - Freising,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-602-s24-1,1,602,Mainburg - Rudelzhausen - Au - Attenkirchen - Freising,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-602-V-s23-2,1,602V,Verstärkerfahrten,701,,005262,FFFFFF
19-602-V-s24-1,1,602V,Verstärkerfahrten,701,,005262,FFFFFF
19-603-s23-6,1,603,Mainburg - Rudelzhausen - Nandlstadt - Zolling - Freising,701,,005262,FFFFFF
19-603-s24-1,1,603,Mainburg - Rudelzhausen - Nandlstadt - Zolling - Freising,701,,005262,FFFFFF
19-614-s23-1,1,614,Haimhausen/Deutenhausen - Hetzenhausen/Massenhausen - Freising,701,,005262,FFFFFF
19-614-s24-1,1,614,Haimhausen/Deutenhausen - Hetzenhausen/Massenhausen - Freising,701,,005262,FFFFFF
19-615-s23-2,1,615,Viehbach/Höchenberg - Sickenhausen - Freising,701,,005262,FFFFFF
19-615-s24-1,1,615,Viehbach/Höchenberg - Sickenhausen - Freising,701,,005262,FFFFFF
19-616-s23-3,1,616,Freising - Kranzberg - Allershausen - Hohenkammer,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-616-s24-1,1,616,Freising - Kranzberg - Allershausen - Hohenkammer,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-616-s24-2,1,616,Freising - Kranzberg - Allershausen - Hohenkammer,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-617-s23-2,1,617,Rudelzhausen - Berg - Oberhaindlfing - Wolfersdorf - Freising,701,,005262,FFFFFF
19-617-s24-1,1,617,Rudelzhausen - Berg - Oberhaindlfing - Wolfersdorf - Freising,701,,005262,FFFFFF
19-618-s23-1,1,618,Sünzhausen - Gütlsdorf - Jägersdorf - Freising,701,,005262,FFFFFF
19-618-s24-1,1,618,Sünzhausen - Gütlsdorf - Jägersdorf - Freising,701,,005262,FFFFFF
19-619-s23-3,1,619,Freising - Schönbichl/Eberspoint - Allershausen - Hohenkammer - Petershausen,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-619-s24-1,1,619,Freising - Schönbichl/Eberspoint - Allershausen - Hohenkammer - Petershausen,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-619-s24-3,1,619,Freising - Schönbichl/Eberspoint - Allershausen - Hohenkammer - Petershausen,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-620-s23-1,1,620,Freising -  Berufsschule - Waldfriedhof - Neustift - Freising,701,,005262,FFFFFF
19-620-s24-1,1,620,Freising -  Berufsschule - Waldfriedhof - Neustift - Freising,701,,005262,FFFFFF
19-620-V-s23-1,1,620V,Verstärkerfahrten,701,,005262,FFFFFF
19-620-V-s24-1,1,620V,Verstärkerfahrten,701,,005262,FFFFFF
19-621-s23-1,1,621,Freising -  Neustift - Waldfriedhof - Schönmetzlerstr. - Freising,701,,005262,FFFFFF
19-621-s24-1,1,621,Freising -  Neustift - Waldfriedhof - Schönmetzlerstr. - Freising,701,,005262,FFFFFF
19-621-V-s23-1,1,621V,Verstärkerfahrten,701,,005262,FFFFFF
19-621-V-s24-1,1,621V,Verstärkerfahrten,701,,005262,FFFFFF
19-622-s23-1,1,622,"Freising - Haggertystraße - Freising, P+R-Platz - Haggertystraße - Freising",701,,005262,FFFFFF
19-622-s24-1,1,622,"Freising - Haggertystraße - Freising, P+R-Platz - Haggertystraße - Freising",701,,005262,FFFFFF
19-622-V-s23-1,1,622V,Verstärkerfahrten (Gelenkbus),701,,005262,FFFFFF
19-622-V-s24-1,1,622V,Verstärkerfahrten (Gelenkbus),701,,005262,FFFFFF
19-623-s23-1,1,623,P+R-Platz - Gute Änger - Jagdstraße - P+R-Platz,701,,005262,FFFFFF
19-623-s24-1,1,623,P+R-Platz - Gute Änger - Jagdstraße - P+R-Platz,701,,005262,FFFFFF
19-624-s23-1,1,624,"Freising, P+R-Platz - Haggertystraße - Freising, P+R-Platz - Kirche St. Lantpert - Freising, P+R-Platz",701,,005262,FFFFFF
19-624-s24-1,1,624,"Freising, P+R-Platz - Haggertystraße - Freising, P+R-Platz - Kirche St. Lantpert - Freising, P+R-Platz",701,,005262,FFFFFF
19-630-s23-1,1,630,Freising -  Prinz-Ludwig-Str. - Kleine Wies - Seniorenzentrum - Freising,701,,005262,FFFFFF
19-630-s23-3,1,630,Freising -  Prinz-Ludwig-Str. - Kleine Wies - Hofmiller-Gymnasium - Freising,701,,005262,FFFFFF
19-630-s24-1,1,630,Freising -  Prinz-Ludwig-Str. - Kleine Wies - Seniorenzentrum - Freising,701,,005262,FFFFFF
19-630-s24-3,1,630,Freising -  Prinz-Ludwig-Str. - Kleine Wies - Hofmiller-Gymnasium - Freising,701,,005262,FFFFFF
19-631-s23-1,1,631,Freising -  Seniorenzentrum - Kleine Wies - Prinz-Ludwig-Straße - Freising,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-631-s23-2,1,631,Freising -  Hofmiller-Gymnasium - Kleine Wies - Prinz-Ludwig-Straße - Freising,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-631-s24-1,1,631,Freising -  Seniorenzentrum - Kleine Wies - Prinz-Ludwig-Straße - Freising,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-631-s24-2,1,631,Freising -  Hofmiller-Gymnasium - Kleine Wies - Prinz-Ludwig-Straße - Freising,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-633-s23-1,1,633,"Freising, Gutenbergstraße - Freising - Marzling",701,,005262,FFFFFF
19-633-s23-2,1,633,"Freising, Gutenbergstraße - Freising - Marzling",701,,005262,FFFFFF
19-633-s24-1,1,633,"Freising, Gutenbergstraße - Freising - Marzling",701,,005262,FFFFFF
19-633-V-s23-1,1,633V,Verstärkerfahrten,701,,005262,FFFFFF
19-633-V-s23-2,1,633V,Verstärkerfahrten,701,,005262,FFFFFF
19-633-V-s23-4,1,633V,"Freising, Gutenbergstraße - Freising - Marzling",701,,005262,FFFFFF
19-633-V-s24-1,1,633V,Verstärkerfahrten,701,,005262,FFFFFF
19-634-s23-2,1,634,P+R-Platz - Rabenweg - Clemensänger - Attaching,701,,005262,FFFFFF
19-634-s24-2,1,634,P+R-Platz - Rabenweg - Clemensänger - Attaching,701,,005262,FFFFFF
19-634-V-s23-1,1,634V,Verstärkerfahrten (Gelenkbus),701,,005262,FFFFFF
19-634-V-s24-1,1,634V,Verstärkerfahrten (Gelenkbus),701,,005262,FFFFFF
19-635-s23-3,1,635,"Freising - Flughafen, MAC/Terminal 1",701,,005262,FFFFFF
19-635-s24-1,1,635,Freising - Flughafen,701,,005262,FFFFFF
19-637-s23-1,1,637,Freising - Dürnast - Hohenbachern und zurück,701,,005262,FFFFFF
19-637-s24-1,1,637,Freising - Dürnast - Hohenbachern und zurück,701,,005262,FFFFFF
19-638-s23-1,1,638,Freising - Weihenstephan - Fraunhofer-Institut,701,,005262,FFFFFF
19-638-s24-1,1,638,Freising - Weihenstephan - Fraunhofer-Institut,701,,005262,FFFFFF
19-639-s23-1,1,639,Freising - Weihenstephan - Lange Point - Schönmetzlerstr. - Freising,701,,005262,FFFFFF
19-639-s24-1,1,639,Freising - Weihenstephan - Lange Point - Schönmetzlerstr. - Freising,701,,005262,FFFFFF
19-640-s23-1,1,640,Freising -  Weihenstephan - Waldfriedhof - Neustift  - Freising,701,,005262,FFFFFF
19-640-s24-1,1,640,Freising -  Weihenstephan - Waldfriedhof - Neustift  - Freising,701,,005262,FFFFFF
19-641-s23-1,1,641,Freising - Haggertystraße - Landshuter Straße - Freising,701,,005262,FFFFFF
19-641-s24-1,1,641,Freising - Haggertystraße - Landshuter Straße - Freising,701,,005262,FFFFFF
19-650-s23-6,1,650,Freising - Amtsgerichtsgasse Christopher-Paudiß-Platz - Ottostr./Heiliggeistgasse - Freising,701,,005262,FFFFFF
19-650-s24-1,1,650,Freising - Marienplatz Christopher-Paudiß-Platz - Ottostr./Heiliggeistgasse - Freising,701,,005262,FFFFFF
19-651-s24-1,1,651,Freising - Fürstendamm - Johannisstraße - Obere Hauptstraße - Freising,701,,005262,FFFFFF
19-680-s23-2,1,680,Hagsdorf/Sixthaselbach - Thann - Haag (Amper) - Moosburg,701,,005262,FFFFFF
19-680-s24-1,1,680,Hagsdorf/Sixthaselbach - Thann - Haag (Amper) - Moosburg,701,,005262,FFFFFF
19-681-s23-2,1,681,"Au, Hopfenhalle - Attenkirchen - Moosburg",701,,005262,FFFFFF
19-681-s24-1,1,681,"Au, Hopfenhalle - Attenkirchen - Moosburg",701,,005262,FFFFFF
19-681-V-s23-1,1,681V,Moosburg - Attenkirchen - Au,701,,005262,FFFFFF
19-681-V-s24-1,1,681V,Moosburg - Attenkirchen - Au,701,,005262,FFFFFF
19-682-s23-2,1,682,Leitersdorf - Nandlstadt - Mauern - Moosburg,701,,005262,FFFFFF
19-682-s24-1,1,682,Leitersdorf - Nandlstadt - Mauern - Moosburg,701,,005262,FFFFFF
19-682-V-s23-2,1,682V,Pfettrach - Mauern - Moosburg,701,,005262,FFFFFF
19-682-V-s24-2,1,682V,Pfettrach - Mauern - Moosburg,701,,005262,FFFFFF
19-683-s23-4,1,683,Mainburg - Rudelzhausen - Hörgertshausen - Moosburg,701,,005262,FFFFFF
19-683-s24-1,1,683,Mainburg - Rudelzhausen - Hörgertshausen - Moosburg,701,,005262,FFFFFF
19-683-V-s23-1,1,683V,Hörgertshausen - Moosburg,701,,005262,FFFFFF
19-683-V-s24-1,1,683V,Hörgertshausen - Moosburg,701,,005262,FFFFFF
19-684-s23-1,1,684,Tegernbach (Lkr.FS) - Nandlstadt - Bergen - Moosburg,701,,005262,FFFFFF
19-684-s24-1,1,684,Tegernbach (Lkr.FS) - Nandlstadt - Bergen - Moosburg,701,,005262,FFFFFF
19-687-s24-1,1,687,Buch am Erlbach/Wang - Moosburg,701,,005262,FFFFFF
19-687-s24-2,1,687,Buch am Erlbach/Wang - Moosburg,701,,005262,FFFFFF
19-688-s23-1,1,688,Zolling - Langenbach - Moosburg,701,,005262,FFFFFF
19-688-s24-1,1,688,Zolling - Langenbach - Moosburg,701,,005262,FFFFFF
19-690-s23-1,1,690,"Eching Ost/Ort -  Neufahrn - Garching, Forschungszentrum",701,,005262,FFFFFF
19-690-s24-1,1,690,"Eching Ost/Ort -  Neufahrn - Garching, Forschungszentrum",701,,005262,FFFFFF
19-690-V-s23-1,1,690V,"Eching, IKEA - Eching Ost",701,,005262,FFFFFF
19-691-s23-1,1,691,Freising - Hallbergmoos - Neufahrn,701,,005262,FFFFFF
19-691-s24-1,1,691,Freising - Hallbergmoos - Neufahrn,701,,005262,FFFFFF
19-692-s23-1,1,692,Hallbergmoos/Ort - Mintraching - Neufahrn,701,,005262,FFFFFF
19-692-s24-1,1,692,Hallbergmoos/Ort - Mintraching - Neufahrn,701,,005262,FFFFFF
19-693-s23-2,1,693,Hohenkammer - Kammerberg - Lohhof Süd/Schulzentrum,701,,005262,FFFFFF
19-693-s24-2,1,693,Hohenkammer - Kammerberg - Lohhof Süd/Schulzentrum,701,,005262,FFFFFF
19-694-s23-2,1,694,Neufahrn -  Massenhausen - Giggenhausen,701,,005262,FFFFFF
19-694-s24-1,1,694,Neufahrn -  Massenhausen - Giggenhausen,701,,005262,FFFFFF
19-695-s23-2,1,695,Kirchdorf a. d. Amper - Allershausen - Eching Nord/Süd - Garching-Hochbrück,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-695-s23-3,1,695,Paunzhausen - Allershausen - Eching Nord/Süd - Garching-Hochbrück,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-695-s24-1,1,695,Kirchdorf a. d. Amper - Allershausen - Eching Nord/Süd - Garching-Hochbrück,701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-698-s23-1,1,698,Ortsverkehr Hallbergmoos Hallbergmoos - Gewerbegebiet/Rathaus - Hallbergmoos,701,,005262,FFFFFF
19-698-s24-1,1,698,Ortsverkehr Hallbergmoos Hallbergmoos - Gewerbegebiet/Rathaus - Hallbergmoos,701,,005262,FFFFFF
19-701-s23-1,1,701,"Karlsfeld, Schwarzhölzlstraße - Karlsfeld",701,,005262,FFFFFF
19-701-s24-1,1,701,"Karlsfeld, Schwarzhölzlstraße - Karlsfeld",701,,005262,FFFFFF
19-702-s23-2,1,702,"Karlsfeld - Dachau - Dachau, Schulen",701,,005262,FFFFFF
19-702-s24-1,1,702,"Karlsfeld - Dachau - Dachau, Schulen",701,,005262,FFFFFF
19-702-s24-2,1,702,"Karlsfeld - Dachau - Dachau, Schulen",701,,005262,FFFFFF
19-703-s23-1,1,703,Erdweg/Gaggers - Odelzhausen - Dachau - Karlsfelder Straße,701,,005262,FFFFFF
19-703-s24-1,1,703,Erdweg/Gaggers - Odelzhausen - Dachau - Karlsfelder Straße,701,,005262,FFFFFF
19-704-s23-3,1,704,"Lauterbach, Abzw. - Thalhausen - Kleinberghofen - Schwabhausen - Dachau",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-704-s24-1,1,704,"Lauterbach, Abzw. - Thalhausen - Kleinberghofen - Schwabhausen - Dachau",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-704-s24-3,1,704,"Lauterbach, Abzw. - Thalhausen - Kleinberghofen - Schwabhausen - Dachau",701,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,005262,FFFFFF
19-705-s23-3,1,705,Altomünster - Kleinberghofen - Erdweg - Dachau - Karlsfelder Straße,701,,005262,FFFFFF
19-705-s24-1,1,705,Altomünster - Kleinberghofen - Erdweg - Dachau - Karlsfelder Straße,701,,005262,FFFFFF
19-705-s24-3,1,705,Altomünster - Kleinberghofen - Erdweg - Dachau - Karlsfelder Straße,701,,005262,FFFFFF
19-706-s23-3,1,706,(Klenau/Schiltberg-) Hilgertshausen - Markt Indersdorf  - Dachau - Karlsfeld - Vogelloh / Allach Ost,701,,005262,FFFFFF
19-706-s24-1,1,706,(Klenau/Schiltberg-) Hilgertshausen - Markt Indersdorf  - Dachau - Karlsfeld - Vogelloh / Allach Ost,701,,005262,FFFFFF
